20
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	6	3	10	9	6	7	4	2	6	7	9	2	4	3	4	5	12	4	5	7	13	8	8	1	6	5	6	8	3	6	9	5	4	10	7	4	7	3	6	5	8	5	6	10	2	5	3	9	3	2	4	6	6	7	10	10	5	9	11	6	4	6	8	8	8	9	4	6	8	3	8	9	4	9	6	8	6	6	5	4	5
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	9	7	6	8	4	7	5	1	9	8	4	6	9	7	3	6	8	6	8	7	4	5	7	4	3	6	3	4	8	6	7	11	4	5	8	5	6	4	7	6	11	5	5	7	7	9	5	12	6	5	8	4	10	6	4	7	9	7	7	6	7	4	3	11	5	3	9	2	9	6	3	3	2	10	5	4	6	7	3	8	9
80	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	4	7	8	8	2	3	5	3	8	11	10	7	7	5	5	3	5	6	8	6	5	9	11	6	7	6	7	3	5	2	3	8	3	6	11	8	7	6	9	5	7	9	8	10	5	4	11	14	6	7	6	4	1	5	11	4	4	4	5	9	6	8	9	6	8	5	6	4	3	6	5	7	6	8	1	3	6	7	8	6
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	10	11	5	6	7	5	3	9	3	8	10	6	6	4	5	4	12	5	7	8	4	2	10	5	9	4	10	8	5	9	3	8	6	1	6	5	9	7	4	13	5	5	5	3	6	7	7	6	4	6	5	5	5	7	6	7	8	5	6	7	5	8	9	3	5	5	6	6	6	7	7	3	8	7	2	4	7	6	10	3	6
80	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	10	6	4	8	3	11	6	5	8	4	7	6	7	6	11	10	8	4	3	3	5	10	3	8	6	6	5	9	11	3	7	7	7	5	5	7	5	6	11	5	5	7	8	2	6	6	7	6	2	10	11	7	5	5	6	4	8	7	5	5	7	6	5	5	5	7	8	5	6	5	6	3	6	8	7	1	7	5	7	8
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	10	9	1	7	6	9	9	4	10	8	8	4	5	10	5	5	4	11	6	7	10	3	9	3	3	4	6	7	7	5	7	4	6	5	8	5	3	5	6	10	5	8	5	6	11	8	9	5	7	8	1	5	5	2	5	6	9	7	9	10	8	5	5	7	3	9	6	5	6	3	3	9	2	4	7	10	4	3	6	4	6
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	6	5	7	8	8	12	6	8	4	5	7	5	6	9	5	6	5	3	9	6	9	5	4	8	8	4	7	5	2	10	8	7	10	5	9	5	5	8	4	8	8	5	6	9	6	5	4	7	4	6	6	8	6	10	10	7	7	11	9	8	7	1	5	6	4	3	6	5	5	5	3	8	4	8	6	2	3	2	7	1	6
80	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	9	4	6	8	7	6	8	8	7	6	5	6	11	9	3	4	3	8	11	5	4	9	5	7	5	10	11	8	4	6	7	3	5	3	8	6	11	5	6	3	6	3	2	10	6	7	7	5	7	7	13	8	7	4	4	11	8	4	6	4	2	3	8	8	5	4	5	5	6	3	5	6	2	8	10	5	8	6	7	5
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	6	3	4	7	7	7	5	5	2	2	2	6	5	2	9	6	6	8	9	9	8	8	4	8	4	7	11	8	10	3	4	3	12	10	3	4	5	10	4	2	3	5	2	10	8	9	4	7	3	5	8	8	8	8	5	2	3	6	11	5	11	7	10	6	8	6	2	5	9	12	8	4	5	9	4	6	7	3	5	11	4
81	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	6	8	4	10	8	9	10	4	3	2	8	8	4	5	2	4	5	3	5	7	8	6	5	12	3	6	11	7	8	7	6	2	4	7	5	7	4	7	7	6	6	10	8	6	5	11	6	5	10	3	8	8	10	5	9	5	4	2	6	5	7	7	3	7	7	6	5	7	3	9	9	4	6	6	4	6	7	8	5	6	3
