10
58	5000	961	932	930	917	894	893	866	826	824	810	780	746	739	735	721	702	681	669	652	637	633	608	601	580	561	542	524	520	513	508	479	476	471	465	455	443	439	396	391	387	378	375	373	365	361	345	343	340	310	289	286	255	244	193	132	130	59	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
59	5000	968	959	956	955	952	924	903	901	886	866	851	850	816	811	799	797	793	792	782	771	764	753	739	726	708	698	660	657	650	636	608	600	583	552	546	544	514	485	442	402	298	266	259	239	211	187	162	152	140	139	120	116	113	95	93	68	67	66	27	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	5000	983	966	937	907	872	864	857	838	833	785	707	673	664	658	648	635	617	611	575	560	529	526	505	493	479	458	429	415	399	398	397	396	391	383	346	330	329	305	289	274	266	258	254	244	236	228	220	189	183	148	131	87	67	64	61	47	14	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	5000	982	981	951	950	935	933	931	924	891	881	870	831	783	774	768	756	736	719	708	661	623	590	548	535	531	512	507	473	465	458	411	401	360	356	342	307	286	276	275	268	251	249	248	233	213	189	180	176	174	163	117	74	73	67	55	32	31	21	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	5000	997	995	992	976	975	932	921	913	908	884	879	827	810	803	800	797	792	789	783	775	766	742	730	720	714	681	661	650	640	624	588	581	575	574	560	551	540	538	534	501	499	479	475	455	452	447	349	323	292	286	265	224	202	156	140	125	95	43	34	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	5000	997	955	946	912	858	852	848	844	805	791	786	773	743	740	739	719	695	678	668	658	609	574	561	553	550	521	498	477	476	472	461	456	449	445	442	392	364	363	361	355	346	313	292	229	224	215	184	173	170	166	147	145	107	101	89	60	21	7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
58	5000	996	982	935	910	894	884	851	838	820	819	812	800	788	776	735	707	676	656	655	647	620	559	555	552	549	465	464	460	456	444	424	404	385	370	368	362	359	349	346	334	293	287	225	204	179	157	138	121	117	116	72	50	46	39	25	21	13	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	5000	991	978	977	975	969	948	934	922	918	884	878	870	843	828	814	810	776	767	726	723	717	709	691	682	673	659	641	639	615	591	580	576	571	561	547	545	534	508	465	460	448	341	337	291	290	261	256	228	226	212	191	126	87	70	51	50	32	20	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	5000	998	996	987	980	975	966	965	963	949	878	840	825	810	778	763	744	714	700	689	671	667	632	628	626	624	619	617	595	583	563	534	512	430	424	422	380	379	376	374	368	354	353	351	338	329	294	286	258	244	208	199	143	129	123	90	75	42	35	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
60	5000	993	992	976	965	957	955	946	942	939	926	923	896	892	882	871	850	848	833	793	750	720	705	689	678	651	637	629	613	609	581	576	567	560	550	528	502	462	455	443	423	420	398	380	369	356	355	264	228	188	135	127	126	121	80	68	65	52	49	27	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
