10
58	4000	983	957	940	929	910	881	803	785	776	749	735	729	728	698	693	669	668	666	615	602	570	457	446	443	430	416	402	384	377	354	344	311	306	304	296	291	289	253	252	238	234	191	181	117	116	94	92	84	76	70	56	54	52	49	46	43	30	9	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
59	4000	992	974	962	958	953	924	914	910	844	838	786	783	774	766	731	677	657	631	595	584	568	551	542	527	503	460	453	435	432	396	391	387	383	347	331	309	306	302	297	276	269	253	215	179	176	167	165	158	149	147	115	108	104	92	87	39	19	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	4000	986	981	980	979	964	937	929	919	900	895	875	874	870	802	797	780	768	758	736	694	686	654	650	642	620	611	610	592	555	520	488	471	446	418	405	393	392	391	388	365	349	339	332	328	325	317	256	223	210	208	196	186	145	144	128	73	41	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	4000	989	983	981	970	968	965	941	936	932	928	920	917	910	891	889	888	879	864	859	849	847	806	796	779	770	769	739	695	689	641	613	609	587	537	530	523	513	505	458	448	422	408	396	373	366	353	341	327	326	323	295	272	95	88	71	69	54	52	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	4000	996	990	947	935	927	920	906	834	832	826	782	777	762	756	715	657	655	652	651	612	610	593	592	589	572	558	507	495	488	477	475	442	435	399	395	388	368	300	294	290	271	262	260	237	234	233	217	212	154	138	124	114	112	110	102	92	73	65	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	4000	990	985	962	952	934	903	870	855	851	840	731	722	686	684	677	648	591	555	549	543	531	506	484	478	451	439	434	423	397	379	365	362	356	323	321	304	293	267	264	258	257	253	244	227	224	221	207	204	199	193	189	185	135	132	110	90	26	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	4000	998	996	978	946	936	933	929	923	895	855	848	830	772	719	714	706	697	686	682	667	657	649	637	629	605	584	567	557	502	458	455	452	445	438	429	402	400	398	391	370	367	365	343	342	313	307	281	219	216	201	197	162	153	137	128	100	56	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
59	4000	969	951	927	925	919	894	858	835	823	812	747	723	720	716	707	644	638	631	595	544	531	530	523	506	499	479	469	429	424	422	393	374	372	358	347	329	318	301	300	290	275	262	245	239	214	209	207	164	160	151	127	107	83	81	71	69	64	35	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	4000	986	965	955	933	924	891	888	879	838	763	761	754	748	743	683	666	663	647	588	578	575	564	549	548	532	498	470	460	447	426	419	413	396	391	390	379	369	345	338	335	309	226	223	209	208	189	142	127	119	107	90	80	73	50	29	18	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	4000	998	976	969	936	889	873	867	853	841	831	788	782	772	726	719	670	665	664	651	639	617	579	574	556	534	521	518	497	486	485	457	445	435	434	431	419	414	401	388	385	337	330	328	277	267	233	205	203	171	152	150	149	128	79	72	24	10	8	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
