10
10	300	98	90	84	81	80	76	75	72	71	60	1	1	1	1	1	1	1	1	1	1
9	300	91	86	84	78	77	75	71	67	57	1	2	1	1	1	1	1	1	1
10	300	97	89	88	86	85	84	72	71	69	68	1	1	1	1	1	1	1	1	1	1
10	300	93	91	79	72	69	61	55	53	52	50	1	1	1	1	1	1	1	1	1	1
8	300	83	79	78	75	60	57	56	52	2	1	1	1	1	1	1	2
10	300	95	93	91	80	76	75	71	55	54	50	1	1	1	1	1	1	1	1	1	1
10	300	99	95	92	88	77	75	63	57	55	50	1	1	1	1	1	1	1	1	1	1
8	300	96	88	83	79	75	72	58	54	1	1	1	2	2	1	1	1
10	300	97	91	84	82	78	77	76	72	68	61	1	1	1	1	1	1	1	1	1	1
8	300	93	91	72	70	69	68	65	55	1	1	1	3	1	1	1	1
