10
10	200	96	92	89	88	86	85	84	68	52	50	1	1	1	1	1	1	1	1	1	1
9	200	96	91	88	83	81	73	63	61	58	1	1	1	1	1	1	1	2	1
8	200	94	88	77	74	59	55	54	52	1	1	1	1	2	1	2	1
10	200	95	81	75	69	66	65	60	58	55	52	1	1	1	1	1	1	1	1	1	1
10	200	99	96	95	94	90	75	74	71	69	56	1	1	1	1	1	1	1	1	1	1
10	200	96	91	87	86	85	82	80	69	67	56	1	1	1	1	1	1	1	1	1	1
8	200	98	91	87	80	77	70	68	66	1	1	1	1	2	1	1	2
10	200	98	97	91	86	84	83	74	67	66	51	1	1	1	1	1	1	1	1	1	1
10	200	85	83	81	79	72	67	64	62	61	52	1	1	1	1	1	1	1	1	1	1
9	200	92	91	90	86	85	79	68	64	56	1	1	1	1	1	1	1	1	2
