10
10	100	96	93	90	82	81	79	77	76	68	67	1	1	1	1	1	1	1	1	1	1
8	100	92	73	71	65	61	60	59	58	1	1	1	1	3	1	1	1
9	100	98	96	95	71	70	65	62	59	55	1	1	1	2	1	1	1	1	1
10	100	85	80	79	75	71	65	64	63	61	55	1	1	1	1	1	1	1	1	1	1
10	100	96	90	86	78	74	72	63	61	54	51	1	1	1	1	1	1	1	1	1	1
10	100	99	98	83	81	77	76	74	69	68	61	1	1	1	1	1	1	1	1	1	1
10	100	95	94	89	86	83	66	63	56	54	51	1	1	1	1	1	1	1	1	1	1
10	100	95	94	88	85	84	82	74	66	59	55	1	1	1	1	1	1	1	1	1	1
9	100	95	92	90	87	80	78	75	73	51	1	1	1	1	2	1	1	1	1
10	100	98	94	85	75	74	73	61	59	58	51	1	1	1	1	1	1	1	1	1	1
