10
10	400	95	92	75	73	62	54	51	42	40	20	1	1	1	1	1	1	1	1	1	1
10	400	97	86	77	74	73	72	66	56	24	21	1	1	1	1	1	1	1	1	1	1
10	400	98	96	78	67	66	49	42	34	29	24	1	1	1	1	1	1	1	1	1	1
9	400	94	54	51	49	47	41	35	32	30	1	1	2	1	1	1	1	1	1
9	400	83	69	65	59	55	38	27	24	20	1	1	2	1	1	1	1	1	1
10	400	97	96	87	86	79	71	60	42	38	37	1	1	1	1	1	1	1	1	1	1
10	400	92	88	78	75	69	68	40	38	33	27	1	1	1	1	1	1	1	1	1	1
10	400	99	84	78	66	64	60	52	45	27	24	1	1	1	1	1	1	1	1	1	1
9	400	88	86	83	80	62	56	45	41	28	1	1	1	1	1	1	1	1	2
10	400	97	92	88	76	71	61	44	43	40	27	1	1	1	1	1	1	1	1	1	1
