10
50	10000	7371	6930	6871	6635	6634	6464	5799	5692	5390	5303	5143	5048	4942	4809	4735	4606	4341	4254	4151	3897	3861	3860	3569	3491	3253	3038	2939	2918	2831	2643	2558	2275	2257	2123	2032	1757	1693	1600	1518	1424	1330	930	579	313	285	207	123	101	79	64	49	85	59	159	135	42	126	170	78	156	62	118	72	46	129	165	187	193	52	58	121	137	115	72	163	138	177	18	183	58	6	134	55	123	31	157	42	95	33	37	173	143	40	90	197	168	69	95	61	101
50	10000	7296	7253	7157	6809	6777	6745	6673	6647	6441	6429	6188	5863	5799	5794	5771	5274	5118	5086	4949	4834	4570	4508	4300	4272	4253	4129	4087	4048	3967	3891	3865	3858	3841	3761	2738	2459	2251	2004	1986	1531	1500	1299	1289	1089	1053	528	267	227	117	21	7	47	119	31	196	59	166	32	42	126	104	134	127	40	118	183	149	197	109	8	152	8	75	193	112	55	109	81	126	135	43	32	139	118	30	60	70	107	88	176	84	140	17	12	80	185	137	179	128	158
50	10000	7423	7404	7245	7175	6979	6742	6737	6406	6095	6075	5871	5674	5572	5402	5277	5186	5167	4954	4818	4562	4381	4112	4081	4035	4007	3968	3878	3818	3768	3696	3501	3202	3102	2719	2607	2407	2354	1945	1450	1406	1370	1084	1032	1021	860	785	735	258	96	58	150	192	109	25	157	68	14	176	73	106	149	46	79	155	133	196	106	3	96	1	73	74	142	72	87	10	87	99	62	62	194	14	46	103	129	15	160	150	7	113	111	151	130	48	42	82	165	82	125	192
50	10000	7399	7392	7257	7241	7208	7025	6673	6537	6467	6437	6118	5995	5977	5953	5853	5645	5546	5527	5433	5260	5247	4775	4677	4613	4349	4321	4145	3845	3383	3251	3215	3167	3105	2245	2190	2115	2043	1843	1752	1732	1583	1415	1303	1208	1046	919	811	228	133	73	12	144	91	5	137	77	19	91	30	18	37	9	109	133	151	98	149	196	148	103	115	69	42	37	182	68	138	180	157	134	180	108	78	50	133	55	32	46	132	44	49	13	25	192	127	133	89	91	31	27
50	10000	7378	7125	6727	6638	6389	6321	5995	5778	5709	5465	5252	5234	5188	5041	4857	4773	4708	4540	4454	4207	4067	3998	3897	3890	3797	3666	3389	3378	3180	3167	3117	3096	2993	2758	2498	2166	2136	1989	1693	1660	1618	1581	1499	1205	1027	744	700	398	329	15	50	160	81	66	51	143	63	144	129	143	17	57	130	114	199	62	162	122	4	84	81	122	96	191	179	114	32	199	144	21	189	83	121	58	79	108	48	155	166	196	112	11	48	182	56	83	1	33	92	92
50	10000	7430	6944	6810	6807	6452	6374	6366	6249	5941	5604	5031	4954	4693	4605	4300	4288	4232	4092	4085	3996	3949	3894	3824	3706	3691	3469	3455	3430	3303	3214	3132	3056	2868	2610	2584	2468	2406	2275	2226	2144	2069	1785	1683	1622	1404	1112	961	688	271	155	107	165	23	63	160	69	94	100	94	80	7	73	93	49	76	188	198	46	39	16	108	121	62	183	166	26	43	146	48	89	182	92	130	103	197	82	68	193	93	75	199	52	44	127	66	185	73	164	157	85
50	10000	7432	7090	6995	6930	6568	6308	5966	5915	5802	5416	5413	5152	5029	4861	4852	4840	4587	4548	4305	4013	3938	3819	3609	3460	3368	3238	3188	3113	3015	2964	2960	2944	2892	2870	2764	2496	2474	2472	2293	2289	2130	1964	1612	1589	1550	1320	1219	1198	955	231	6	12	97	83	100	117	13	127	55	52	195	165	172	3	37	196	170	17	28	62	89	105	30	118	174	200	174	68	81	27	68	188	93	20	155	12	17	2	179	123	143	128	148	93	103	127	159	63	2	86
50	10000	7361	7315	7226	7158	6966	6775	6718	6512	6354	6322	6233	5971	5943	5942	5941	5875	5685	5581	5483	5421	5247	5131	4733	4730	4562	4496	4272	4132	3840	3810	3700	3464	3269	3204	3117	3072	2993	2912	2642	2598	2495	2437	2410	2398	1812	1335	1175	1117	958	31	127	136	21	94	139	39	86	36	61	91	29	45	50	189	27	48	39	103	15	7	67	74	45	59	114	17	128	107	54	183	150	169	67	144	74	140	90	86	122	140	41	17	113	78	50	33	122	198	81	58
50	10000	7404	7309	6733	6726	6697	6677	6654	6621	6449	6365	6327	5919	5901	5875	5781	5748	5556	5201	5165	5096	5094	5053	4944	4313	4261	4118	3917	3713	3608	3590	3427	3066	3059	3018	3000	2932	2726	2688	2607	2504	2430	2009	1950	1652	1602	1575	1345	1254	932	257	84	32	76	59	195	5	106	74	159	65	15	143	33	169	71	198	29	27	34	2	170	104	100	82	114	183	193	56	140	143	121	137	158	61	154	52	170	189	113	68	12	41	3	94	199	160	29	80	123	11
50	10000	7324	7039	6746	6537	6374	6311	6184	6111	6005	5485	5454	5389	5327	5268	5240	4982	4868	4471	4284	4265	4185	4105	4012	4011	3982	3926	3920	3838	3799	3797	3585	3294	3248	2770	2677	2594	2574	2385	2287	2246	2164	2025	1733	1588	1324	1223	892	671	502	112	17	103	151	25	166	138	36	81	160	37	45	126	13	73	42	44	6	140	199	45	89	78	120	36	157	27	189	88	110	41	88	145	67	161	56	14	50	134	147	95	142	189	186	190	164	134	68	12	45	179
