10
50	10000	7425	7389	7301	7291	7252	6991	6988	6703	6703	6546	6343	6010	5796	5606	5586	5191	5121	4573	4553	4465	4449	4248	4081	3689	3670	3580	3481	3387	3296	3170	3144	3018	2932	2625	2407	2343	2300	2148	1549	1344	1294	1237	1114	633	462	374	318	170	67	58	89	10	7	39	82	3	9	27	17	68	44	56	8	60	27	100	26	73	34	11	6	45	98	64	27	79	25	89	33	42	95	20	47	33	46	70	9	11	8	83	59	41	58	5	32	19	38	26	35	77
50	10000	7462	7330	7276	7210	7118	7022	7004	6589	6570	6553	6546	6381	6359	6054	5928	5282	5003	4775	4624	4553	4523	4485	4333	4309	4281	4231	4222	4058	4053	3982	3910	3888	3860	3192	3155	2872	2745	2630	2384	2377	2227	1790	1259	1255	1176	955	674	135	44	14	95	50	17	95	83	5	85	68	68	73	14	75	96	62	12	21	26	22	20	33	34	52	75	54	63	87	93	97	86	13	70	53	87	66	40	79	65	6	80	44	8	16	22	42	21	51	72	2	46	95
50	10000	7209	7147	7081	6665	6449	6176	6001	5987	5918	5714	5648	5629	5346	5199	5010	4988	4938	4793	4559	4513	4413	4386	4351	4276	4233	4189	4182	3862	3702	3635	3382	2672	2341	2335	2233	2177	2172	1970	1844	1675	1650	1556	1115	1012	968	685	384	286	247	90	87	71	51	88	40	51	62	94	93	60	80	65	64	16	24	18	44	95	60	77	61	87	36	47	21	65	6	80	99	57	17	75	33	18	91	96	23	93	23	53	32	92	31	45	3	31	35	22	23	96
50	10000	7498	6809	6797	6755	6695	6634	6569	6404	6247	6173	5907	5876	5547	5525	5275	5098	5034	4951	4854	4596	4536	4521	4339	3563	3373	3333	3152	3105	3076	3043	3002	2741	2400	2389	1818	1792	1776	1733	1706	1323	1169	983	902	861	835	767	731	446	374	42	46	34	36	88	11	7	11	12	2	10	42	84	34	58	66	32	88	12	70	33	53	15	23	90	44	99	30	55	72	10	71	1	45	12	2	52	86	95	90	83	98	59	11	92	28	26	75	45	48	34
50	10000	7491	7335	7226	7183	7115	7004	6929	6782	6652	6522	6488	6426	6388	6288	6212	6182	6167	6141	5977	5662	5395	5207	5168	5159	5025	4941	4523	4215	4056	3159	2960	2949	2888	2523	2279	2226	2100	2080	1948	1907	1902	1874	1774	1684	1134	788	704	587	190	112	18	20	7	20	53	11	91	56	84	54	79	20	64	55	99	5	2	85	82	43	99	37	86	68	22	8	36	32	90	78	5	54	100	93	67	18	42	15	35	73	20	52	99	22	88	93	94	68	7	67
50	10000	7426	7360	7253	7196	6887	6819	6659	6464	6443	6342	6053	6016	5953	5808	5629	5575	5475	5471	5460	5388	5262	5132	5106	4836	4835	4830	4692	4471	4222	3775	3696	3604	2993	2955	2887	2831	2528	2460	2373	1765	1244	1173	1019	974	930	352	325	234	231	213	29	67	2	29	15	51	7	82	86	36	61	50	93	48	22	62	20	87	13	49	61	1	70	78	53	95	70	92	68	97	56	26	49	1	95	56	10	62	62	24	15	7	20	31	41	12	59	78	53	91
50	10000	7287	7188	6994	6955	6942	6807	6562	6424	6285	6159	5912	5856	5843	5526	5090	5060	4792	4694	4652	4027	3957	3741	3642	3464	3429	3057	2873	2749	2571	2548	2299	1829	1808	1293	1283	1229	1184	1083	986	974	904	872	860	609	393	194	135	33	19	15	37	82	21	19	83	59	11	35	74	2	2	86	72	21	90	100	95	73	31	64	76	17	95	35	64	73	44	83	73	5	47	66	5	49	2	6	32	52	88	32	67	3	49	34	4	80	43	48	89	88
50	10000	7450	6883	6810	6585	6413	6368	6322	5915	5895	5647	5597	5558	5502	5249	4937	4860	4399	4370	4191	4046	3970	3940	3855	3740	3676	3666	3528	3370	3320	3229	3200	3150	2999	2981	2850	2820	2576	2461	2343	2310	2030	1996	1879	1718	808	735	730	679	203	20	8	51	19	40	46	61	39	86	20	69	67	46	96	87	100	34	33	55	46	90	59	50	64	23	17	32	92	12	32	31	82	6	97	10	7	24	79	20	62	6	55	50	58	82	18	56	33	16	97	3
50	10000	7417	7249	6957	6677	6652	6322	6064	6006	5625	5554	4937	4541	4479	4420	4332	4203	4100	3721	3644	3636	3519	3469	3450	3385	3235	3199	3037	2708	2693	2632	2424	2401	2085	2009	1994	1756	1755	1614	1488	1140	1117	1113	967	964	780	727	689	664	596	507	77	13	67	74	53	97	46	18	58	60	33	70	67	71	54	12	25	29	9	14	87	19	41	63	46	12	16	17	84	22	27	74	51	5	72	79	69	1	55	6	51	99	46	27	21	72	33	70	12	61
50	10000	7109	7108	7010	6722	6693	6516	6083	6020	5970	5699	5686	5591	5265	5231	5132	5000	4506	4458	4455	4416	3739	3705	3583	3553	3350	3217	3137	3107	3098	2994	2967	2807	2398	2373	2368	2341	2335	1963	1874	1770	1407	1170	1062	1013	939	827	756	547	301	77	43	49	57	88	43	12	66	44	63	40	48	93	59	1	71	19	51	63	74	9	65	26	8	85	87	5	93	22	17	58	43	45	28	4	84	68	37	52	95	72	90	78	69	23	15	46	51	90	72	43
