10
100	10000	4992	4902	4854	4745	4695	4694	4689	4643	4630	4626	4614	4605	4562	4446	4431	4425	4385	4272	4257	4243	4226	4192	4036	3994	3964	3937	3898	3881	3805	3713	3690	3671	3666	3602	3547	3515	3502	3496	3342	3313	3290	3207	3205	3148	3114	3036	2818	2771	2569	2554	2534	2526	2484	2461	2368	2315	2289	2252	2227	2168	1990	1857	1766	1708	1706	1662	1658	1649	1621	1586	1513	1476	1455	1376	1360	1277	1227	1168	1147	1108	1001	973	855	843	832	724	669	660	616	570	328	279	270	250	226	222	197	182	174	40	144	106	102	135	169	105	176	105	65	195	37	46	12	68	124	116	145	175	137	52	123	166	189	83	200	181	79	151	150	90	87	1	51	156	130	198	159	175	14	158	62	114	200	133	121	176	120	40	138	9	125	99	131	73	1	90	174	54	23	147	14	50	46	65	109	26	12	86	68	74	188	141	125	88	105	170	90	162	145	106	116	137	182	200	59	24	159	8	183	29	71	99	89	135	153	63	144	125	191	42
100	10000	4933	4893	4821	4816	4789	4765	4642	4635	4529	4425	4367	4337	4323	4309	4281	4179	4136	4061	3980	3939	3937	3901	3899	3884	3822	3634	3541	3474	3445	3442	3415	3412	3296	3264	3094	3083	3005	2968	2930	2927	2917	2862	2815	2780	2761	2711	2711	2674	2672	2609	2421	2317	2285	2273	2118	2093	1991	1983	1976	1958	1951	1930	1858	1823	1772	1740	1677	1641	1582	1504	1426	1419	1262	1248	1222	1181	1138	1098	1018	955	929	906	863	844	729	652	594	555	545	493	470	467	423	311	268	252	218	72	51	42	95	67	17	138	76	9	15	71	197	84	85	93	48	56	23	153	130	82	133	182	133	199	120	65	64	56	48	47	159	131	138	83	4	174	138	176	160	38	166	37	59	47	102	11	72	94	66	33	53	172	44	134	11	174	11	65	156	80	25	33	128	107	80	53	51	23	13	171	135	143	68	172	143	77	85	61	96	200	26	62	84	101	107	27	65	47	16	17	18	142	83	18	129	164	92	52	64	16	59	87
100	10000	4955	4938	4917	4899	4891	4879	4827	4810	4808	4794	4776	4715	4689	4622	4439	4417	4398	4380	4294	4268	4124	4118	3992	3966	3953	3953	3887	3873	3814	3806	3765	3733	3648	3640	3613	3605	3521	3478	3477	3440	3420	3201	3198	3188	3139	3114	3091	3073	3057	3051	3017	2942	2939	2872	2704	2676	2601	2547	2545	2505	2502	2472	2387	2378	2267	2222	2160	2130	2127	2061	2045	1908	1874	1771	1725	1698	1589	1491	1472	1450	1443	1250	1092	1081	1005	990	852	828	747	550	492	478	423	335	333	248	219	139	26	9	187	73	33	114	115	78	160	62	44	102	111	74	46	88	33	112	58	121	80	26	86	188	50	195	67	103	49	190	19	105	68	172	192	44	81	53	192	42	110	113	56	145	26	2	13	132	142	56	145	171	170	133	111	84	166	142	2	169	25	128	131	109	108	87	42	164	125	114	141	120	138	186	44	189	109	89	98	85	157	148	155	148	190	131	129	124	84	161	70	93	40	168	178	188	140	183	87	196	140	127
100	10000	4959	4946	4846	4817	4683	4639	4514	4481	4454	4298	4203	4189	4105	4097	4050	4036	3992	3863	3811	3787	3724	3682	3677	3672	3638	3586	3490	3452	3403	3306	3288	3263	3225	3207	3191	3160	3136	3111	3078	3044	2953	2941	2840	2817	2753	2715	2710	2686	2683	2532	2458	2417	2399	2284	2269	2187	2147	2053	2022	1994	1958	1916	1910	1876	1851	1832	1629	1628	1611	1554	1478	1463	1451	1437	1423	1240	1180	1134	1124	1067	1028	989	916	892	867	848	733	665	634	592	509	431	359	319	317	204	119	45	29	19	117	93	173	196	60	49	165	79	126	181	181	105	172	147	25	128	153	185	112	44	16	158	23	110	11	5	141	29	95	148	84	192	86	96	101	165	194	42	100	140	180	191	3	33	199	47	92	67	96	138	178	176	57	64	178	70	43	108	200	129	97	49	115	75	14	175	145	75	200	10	29	82	122	198	198	155	127	66	157	97	35	112	121	29	45	93	156	102	92	98	188	197	128	102	108	56	111	60	152	145
100	10000	4970	4942	4941	4893	4746	4636	4633	4484	4411	4174	4129	4112	4100	4049	4008	3969	3941	3811	3780	3766	3723	3628	3623	3613	3505	3459	3445	3352	3349	3348	3235	3209	3112	3106	3091	3064	3062	2950	2926	2892	2838	2837	2787	2665	2624	2623	2621	2598	2591	2574	2570	2454	2420	2301	2294	2235	2198	2180	2144	2059	2045	2006	1952	1943	1938	1820	1791	1760	1760	1745	1731	1635	1621	1548	1487	1482	1475	1326	1324	1227	1181	1169	1164	1104	1002	902	777	703	619	475	456	442	327	325	298	250	246	233	219	139	148	177	198	141	48	124	184	182	110	121	42	2	195	14	180	89	77	54	150	178	176	192	97	176	180	74	189	50	165	147	4	142	66	37	47	23	198	109	154	159	50	64	145	28	64	157	172	94	122	104	189	164	44	58	30	6	185	130	112	21	31	86	198	28	90	137	193	24	53	159	92	93	41	102	53	163	195	114	154	77	1	53	168	16	15	68	73	118	122	31	156	23	154	121	53	107	42	181	22	128
100	10000	4965	4959	4947	4946	4920	4919	4747	4745	4683	4565	4521	4517	4271	4271	4220	4111	4089	3990	3985	3932	3927	3845	3830	3824	3819	3797	3777	3765	3745	3709	3640	3584	3481	3349	3342	3228	3132	3112	3108	3082	3077	3014	2945	2854	2851	2843	2833	2825	2797	2754	2655	2605	2579	2446	2422	2279	2276	2245	2031	1954	1914	1850	1799	1782	1773	1736	1598	1457	1393	1389	1382	1362	1343	1316	1267	1169	1058	1014	981	908	846	843	837	820	763	736	689	675	593	589	513	507	418	395	329	290	181	172	137	45	70	120	110	168	171	111	20	83	4	195	55	147	18	45	25	27	166	76	126	131	6	147	139	169	182	66	56	40	150	157	81	196	5	187	144	25	183	110	140	12	101	4	192	59	126	95	51	188	66	16	163	167	158	69	144	169	41	4	37	90	151	156	95	33	97	161	61	33	35	197	159	153	129	14	51	116	49	182	96	33	95	167	181	122	197	117	141	22	136	33	69	24	24	155	91	149	88	117	24	111
100	10000	4869	4769	4682	4671	4661	4645	4621	4485	4333	4263	4088	4061	4054	3958	3933	3888	3631	3600	3528	3469	3365	3363	3301	3204	3198	3077	3063	3041	3025	2991	2835	2834	2785	2785	2757	2725	2545	2459	2432	2338	2291	2253	2246	2222	2208	2198	2172	2162	2153	2048	1977	1921	1915	1900	1852	1815	1793	1781	1772	1737	1719	1654	1647	1636	1570	1478	1449	1433	1397	1356	1347	1259	1249	1177	1163	1112	1054	1033	1012	982	937	924	920	838	692	670	567	517	479	475	458	357	270	250	195	184	152	107	79	45	12	16	22	27	86	178	59	129	11	78	179	123	191	45	199	32	158	136	51	101	28	73	80	13	61	79	155	49	20	14	111	164	194	134	24	48	41	101	186	13	166	120	200	60	31	87	16	97	58	180	152	155	66	73	34	103	135	137	29	52	97	141	25	16	111	143	134	128	19	110	181	7	150	189	168	117	74	117	32	198	89	137	122	155	36	139	12	39	139	22	80	116	72	48	28	101	119	47	87	154
100	10000	4887	4870	4831	4715	4654	4643	4597	4561	4339	4333	4292	4284	4228	4182	4125	4080	4073	4000	3954	3908	3707	3685	3654	3646	3534	3508	3470	3399	3355	3324	3316	3262	3230	3212	3147	3078	3070	2983	2939	2843	2815	2798	2775	2745	2685	2654	2516	2462	2445	2262	2189	2123	1882	1881	1878	1873	1750	1745	1710	1626	1600	1600	1444	1387	1296	1270	1268	1179	1177	1093	1083	1067	1016	950	938	932	809	774	752	747	666	592	585	579	567	559	491	487	469	465	420	413	377	328	300	197	145	84	71	20	125	6	79	50	80	117	143	7	41	195	14	101	118	187	17	198	55	26	56	106	112	177	77	22	191	151	144	177	37	48	22	140	111	157	198	126	170	23	52	65	86	81	63	128	108	50	155	10	188	49	160	190	195	133	42	61	88	33	152	71	64	42	9	45	141	36	1	129	16	52	188	48	189	114	115	52	77	127	50	173	121	144	13	19	87	22	107	55	17	150	112	1	45	133	133	155	158	65	128	122
100	10000	4973	4928	4878	4833	4831	4803	4790	4646	4532	4519	4480	4352	4333	4258	4158	4124	4043	4037	3923	3802	3788	3683	3679	3651	3649	3630	3493	3492	3467	3449	3446	3394	3317	3273	3232	2982	2971	2956	2856	2846	2836	2795	2630	2608	2603	2563	2514	2336	2319	2306	2282	2239	2120	2076	2059	2050	2032	2032	2017	1977	1964	1923	1917	1912	1864	1756	1721	1662	1637	1621	1538	1515	1512	1463	1409	1398	1379	1369	1310	1281	1122	1072	891	873	819	814	809	806	658	630	515	472	396	227	183	159	78	60	36	13	25	169	85	50	135	84	85	140	183	40	162	11	97	132	41	4	63	81	138	148	61	56	124	62	51	110	171	53	144	28	181	182	128	166	77	11	81	149	95	8	76	61	133	171	9	117	172	183	124	198	152	36	7	44	200	57	132	142	129	30	82	126	99	24	114	79	92	37	93	95	44	189	177	195	15	77	146	166	125	141	114	13	10	78	186	97	1	136	149	164	138	7	84	67	151	72	112	178	86	32
100	10000	4976	4888	4871	4804	4731	4672	4665	4642	4637	4522	4479	4401	4305	4235	4206	4126	4090	3990	3970	3956	3935	3904	3896	3894	3862	3856	3772	3687	3664	3643	3564	3536	3519	3448	3439	3338	3236	3204	2972	2970	2910	2908	2868	2858	2783	2696	2573	2558	2462	2444	2366	2294	2211	2172	2109	2051	2038	2003	1935	1928	1900	1874	1834	1651	1643	1600	1580	1567	1554	1437	1435	1315	1224	1169	1148	1140	1113	1091	1066	916	892	876	869	858	786	770	766	761	636	608	583	554	517	506	443	328	233	156	109	42	162	169	63	182	29	126	182	23	134	28	158	138	128	54	102	72	115	108	149	173	9	140	16	73	180	74	123	57	144	46	154	155	34	168	91	7	132	28	11	133	135	58	174	78	16	155	38	54	135	27	182	92	63	94	26	46	151	150	65	68	127	53	22	97	184	157	7	200	160	147	11	54	92	151	91	157	93	64	47	165	107	123	33	60	77	32	151	126	108	49	136	37	99	41	197	45	8	28	170	109
