20
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	7	5	10	7	8	5	6	7	8	9	6	4	6	9	6	11	8	7	3	6	8	4	7	7	10	8	2	9	13	5	11	6	3	5	5	9	7	7	7	5	5	4	9	9	9	9	4	12	12	6	3	4	13	3	6	6	6	12	2	4	12	5	10	6	8	6	2	7	8	12	10
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	4	5	11	10	2	5	8	7	6	10	6	9	7	6	5	9	8	3	5	7	7	6	6	8	5	7	11	9	6	7	7	5	3	11	5	5	5	7	8	4	11	4	7	5	6	10	6	7	5	12	5	7	6	9	9	8	5	14	13	9	9	5	5	6	7	9	11	6	5	8	6
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	11	12	4	6	9	8	6	8	6	8	5	6	6	2	6	8	3	10	5	8	14	11	3	7	9	4	9	7	8	5	8	4	7	4	8	8	10	6	8	5	1	4	9	7	11	7	5	5	8	8	11	7	5	9	2	2	12	10	5	9	4	5	12	9	10	8	5	10	9	3	6
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	1	5	6	8	7	5	9	4	10	7	4	5	8	6	6	3	12	7	10	11	9	4	5	6	10	10	12	4	4	4	7	12	12	5	11	6	8	7	7	8	6	5	13	5	4	5	7	7	8	6	8	5	6	7	4	9	10	8	3	7	8	6	7	6	8	10	9	6	7	6	9
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	9	7	7	8	5	6	11	3	13	9	5	2	6	7	5	7	2	8	10	6	11	6	7	2	9	11	10	9	7	7	10	3	3	9	4	7	7	9	6	10	6	6	8	9	6	6	11	5	5	9	10	5	8	7	11	11	8	4	5	4	5	11	7	8	4	10	8	5	6	5	4
69	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	50	49	48	47	46	45	44	43	42	41	40	38	37	36	35	34	33	32	31	30	2	4	7	8	7	10	17	4	11	8	5	12	6	7	7	7	8	8	15	8	5	8	9	6	5	6	9	9	8	6	3	8	8	3	5	5	2	8	5	9	7	6	4	6	9	9	6	5	6	11	10	6	6	3	5	8	6	7	10	7	8	8	7	12	7	7	8	7	11
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	11	5	5	7	7	5	5	12	12	6	4	7	6	5	11	7	9	7	8	10	7	10	2	6	3	9	12	5	10	7	7	6	15	9	14	7	3	7	5	5	12	10	7	6	8	8	8	5	5	6	3	7	4	6	9	6	4	5	7	5	4	8	9	4	9	4	4	8	7	9	5
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	7	8	8	4	12	6	8	8	5	10	4	2	9	11	6	7	4	12	10	8	8	11	7	3	7	5	5	7	6	5	9	7	10	6	7	8	6	7	5	6	8	7	10	9	6	8	7	7	9	8	3	11	4	2	5	7	6	6	7	6	6	7	7	7	8	6	6	5	6	12	10
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	7	14	6	9	9	9	12	6	9	8	5	7	7	8	5	7	10	13	8	4	10	7	5	4	5	4	5	8	7	8	10	7	6	8	7	3	5	8	6	10	8	3	5	4	5	9	12	7	13	4	5	8	8	8	4	6	3	5	5	6	2	10	6	7	9	3	7	9	8	8	7
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	6	3	8	9	4	5	5	4	8	3	9	12	5	6	6	5	6	4	5	5	7	6	7	9	7	7	9	7	9	11	6	11	4	6	10	8	5	11	9	4	5	8	5	8	9	3	5	8	10	9	11	12	9	8	5	7	9	5	5	3	12	9	10	10	4	10	5	6	7	4	8
71	150	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	8	10	1	8	11	6	8	4	9	1	3	2	11	3	7	10	6	5	3	6	1	12	9	9	8	9	8	7	7	20	8	4	4	7	4	13	4	4	5	7	6	3	6	8	3	9	9	6	9	6	7	15	13	9	5	9	6	8	7	10	6	10	5	5	10	9	2	7	6	8	6
